content_id,client_id,baseline_rank,baseline_action_score,suggested_action,reason_codes,is_declining_label,trend_direction,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,engagement_rate,content_age_days,days_since_last_update,word_count
content_9abe99590242,client_2c624232cd,24961,0.20719888687641724,monitor,general_review,0,flat,23,0,1,5.4,0.0,0.0,517,20,0.0
content_1d1ad957a826,client_d029fa3a95,24962,0.20712435135204083,monitor,general_review,0,stable,28,0,3,7.9,0.0,0.0,182,20,3907.0
content_8fe8a89ca29b,client_d029fa3a95,24963,0.20705684636904764,monitor,general_review,1,down,31,0,6,13.6,0.0,0.0,225,20,3746.0
content_1f294fcef5d8,client_4fc82b26ae,24964,0.20701423465873017,monitor,general_review,1,down,27,0,15,11.5,0.0,20.0,333,20,1988.0
content_f8b8f0d7e315,client_8527a891e2,24965,0.20698259767857144,monitor,general_review,0,stable,28,0,1,14.3,0.0,0.0,271,20,1407.0
content_6c330c18ad36,client_624b60c58c,24966,0.20695239707199548,monitor,general_review,0,up,28,0,2,8.4,0.0,0.0,90,20,3726.0
content_b98072a1dfd2,client_8527a891e2,24967,0.2069406582505669,monitor,general_review,1,down,26,0,1,5.7,0.0,0.0,309,20,3177.0
content_23077e0641b0,client_9f14025af0,24968,0.2069140763695478,monitor,general_review,0,up,80,1,1,72.2,1.25,100.0,250,20,3000.0
content_ac264a12ff18,client_d029fa3a95,24969,0.20684772264058957,monitor,general_review,0,stable,117,0,2,10.5,0.0,0.0,148,8,2211.0
content_d808716161fd,client_f74efabef1,24970,0.20683506022165535,monitor,general_review,1,down,113,0,2,8.6,0.0,0.0,144,8,2488.0
content_98b1180ab96b,client_e629fa6598,24971,0.2068072757936508,monitor,general_review,1,down,28,0,2,17.1,0.0,0.0,460,20,0.0
content_d6b2213e2d66,client_d029fa3a95,24972,0.20680309426133786,monitor,general_review,0,stable,27,0,2,7.7,0.0,0.0,203,20,3241.0
content_f3537db7484b,client_d029fa3a95,24973,0.2067804757687075,monitor,general_review,1,down,29,0,2,10.0,0.0,0.0,221,20,4142.0
content_565483f9a585,client_a88a7902cb,24974,0.206602753,monitor,general_review,1,down,67,0,4,66.0,0.0,0.0,98,20,2875.0
content_aa60cef4b1fa,client_8722616204,24975,0.2065929627196712,monitor,general_review,0,up,27,0,8,7.7,0.0,0.0,189,20,3377.0
content_178bd4fd50c3,client_8527a891e2,24976,0.20657643275085033,monitor,general_review,1,down,30,0,2,19.0,0.0,0.0,275,20,1222.0
content_f83c602379ea,client_e629fa6598,24977,0.20653990113378684,monitor,general_review,1,down,24,0,1,8.9,0.0,0.0,460,20,0.0
content_7b17b6707535,client_9f14025af0,24978,0.206530867,monitor,general_review,0,flat,60,0,2,77.9,0.0,0.0,347,20,1056.0
content_c14777a03767,client_f369cb89fc,24979,0.206523559,monitor,general_review,0,stable,67,0,5,55.7,0.0,0.0,151,20,2890.0
content_16fe336d02f1,client_e629fa6598,24980,0.20649694067460317,monitor,general_review,0,new,54,0,1,48.0,0.0,0.0,460,20,0.0
content_6f6a4e56098c,client_d4735e3a26,24981,0.20646474044784582,monitor,general_review,1,down,45,7,5,3.2,15.56,0.0,495,20,0.0
content_c5b7d5bbace7,client_4ec9599fc2,24982,0.20632653577097507,monitor,general_review,1,down,33,0,10,25.8,0.0,0.0,374,20,0.0
content_09f654d4117a,client_f369cb89fc,24983,0.20627045061384552,monitor,general_review,1,down,50,2,4,22.7,4.0,0.0,126,20,2625.0
content_7b36d6ffe9bd,client_3fdba35f04,24984,0.20620543890476187,monitor,general_review,1,down,34,0,3,24.1,0.0,0.0,284,20,1596.0
content_a9826bd63b56,client_8527a891e2,24985,0.20612746054223355,monitor,general_review,1,down,2,0,1,3.0,0.0,0.0,237,103,1651.0
content_6b68a9ffc96e,client_d029fa3a95,24986,0.20610043170634923,monitor,general_review,0,up,26,0,5,6.6,0.0,0.0,120,20,3280.0
content_b2630271ce11,client_d4735e3a26,24987,0.2060428424692544,monitor,general_review,0,up,29,1,1,3.1,3.45,0.0,313,20,801.0
content_5cc3a4038603,client_9f14025af0,24988,0.20601673488435374,monitor,general_review,0,new,24,0,1,5.3,0.0,0.0,250,20,2562.0
content_4d61674ce6e0,client_d029fa3a95,24989,0.2059541332256236,monitor,general_review,1,down,29,0,8,11.1,0.0,0.0,203,20,4146.0
content_ce296f93e007,client_e629fa6598,24990,0.20592215501700684,monitor,general_review,1,down,4,0,1,18.3,0.0,0.0,502,22,0.0
content_47abc023a16a,client_f369cb89fc,24991,0.2058726844192177,monitor,general_review,0,up,51,0,3,38.5,0.0,0.0,187,20,3332.0
content_97ecde118135,client_f369cb89fc,24992,0.20585180050000002,monitor,general_review,1,down,23,0,2,0.4,0.0,0.0,126,20,2916.0
content_7585e0f05e8b,client_d029fa3a95,24993,0.20584266668679138,monitor,general_review,1,down,31,0,9,15.8,0.0,0.0,280,20,3402.0
content_201a4a56f4d6,client_8527a891e2,24994,0.20583660158333333,monitor,general_review,0,flat,2,0,2,1.0,0.0,0.0,146,98,1420.0
content_ed9d1d709d3c,client_d029fa3a95,24995,0.20583177155782312,monitor,general_review,1,down,29,0,4,11.0,0.0,0.0,221,20,4473.0
content_9f73f233ef36,client_d029fa3a95,24996,0.2058000370702948,monitor,general_review,0,up,26,0,3,5.6,0.0,0.0,221,20,4223.0
content_2709d0b946d4,client_f369cb89fc,24997,0.20579176227450977,monitor,general_review,0,up,129,1,2,11.1,0.78,0.0,141,8,2747.0
content_c156a8ab04f5,client_f74efabef1,24998,0.20578804646115115,monitor,general_review,1,down,72,1,1,78.0,1.39,0.0,123,20,2064.0
content_9053114a42eb,client_d4735e3a26,24999,0.2057865310308957,monitor,general_review,1,down,45,4,4,2.2,8.89,0.0,298,20,850.0
content_679828cc0bfe,client_f369cb89fc,25000,0.20578155621343538,monitor,general_review,1,down,27,0,1,12.1,0.0,0.0,180,20,2614.0
content_22ca18be361f,client_9400f1b21c,25001,0.20575796468253968,monitor,general_review,1,down,38,0,1,33.3,0.0,0.0,557,20,0.0
content_f39de6940a20,client_d029fa3a95,25002,0.2057323412772109,monitor,general_review,0,up,109,0,2,6.9,0.0,0.0,140,8,2641.0
content_5ace8eec26ba,client_f369cb89fc,25003,0.20570435510597573,monitor,general_review,0,up,38,2,3,5.0,5.26,0.0,138,20,2714.0
content_534ea4f34824,client_f369cb89fc,25004,0.20565369298866212,monitor,general_review,0,new,36,0,2,24.9,0.0,0.0,180,20,2822.0
content_87845043b009,client_8527a891e2,25005,0.20561656365447845,monitor,general_review,1,down,2,0,1,7.0,0.0,0.0,238,103,1207.0
content_11d447878b12,client_f74efabef1,25006,0.20560942168537416,monitor,general_review,0,new,25,0,1,5.0,0.0,0.0,175,20,3254.0
content_0e043e54b06c,client_f369cb89fc,25007,0.20559092368877552,monitor,general_review,1,down,25,0,1,8.4,0.0,0.0,117,20,2541.0
content_32e7afcee809,client_d029fa3a95,25008,0.20557928521230162,monitor,general_review,0,stable,27,0,3,8.0,0.0,0.0,225,20,4072.0
content_898b4aaf5540,client_d029fa3a95,25009,0.20557624035770974,monitor,general_review,1,down,27,0,2,8.3,0.0,0.0,203,20,3839.0
content_b83fa8f24e15,client_a88a7902cb,25010,0.2055753010782313,monitor,general_review,1,down,29,0,5,12.8,0.0,0.0,180,20,3357.0
content_eda0e20d4956,client_f369cb89fc,25011,0.20553841463350342,monitor,general_review,0,stable,34,0,11,23.7,0.0,0.0,151,20,2580.0
content_dfb4af26b57b,client_f369cb89fc,25012,0.20552884279591838,monitor,general_review,1,down,25,0,2,7.7,0.0,0.0,180,20,2697.0
content_7887499d86e3,client_d4735e3a26,25013,0.20552379134853946,monitor,general_review,0,up,36,2,3,4.6,5.56,0.0,297,20,814.0
content_104ab7dd9ebc,client_e29c9c180c,25014,0.20552290026530612,monitor,general_review,0,flat,22,0,2,3.0,0.0,0.0,322,20,1239.0
content_51e019b46a0f,client_e629fa6598,25015,0.2055157772324263,monitor,general_review,1,down,26,0,5,12.1,0.0,0.0,358,20,1532.0
content_8a1815da1cff,client_8722616204,25016,0.20546872543764172,monitor,general_review,1,down,26,0,16,8.3,0.0,12.5,228,20,3024.0
content_534e75f14bce,client_d029fa3a95,25017,0.20546771023469387,monitor,general_review,1,down,26,0,5,6.4,0.0,0.0,203,20,3907.0
content_a32a03ed1465,client_d029fa3a95,25018,0.20545631706689343,monitor,general_review,1,down,26,0,6,6.8,0.0,0.0,280,20,3658.0
content_4086da47e0d7,client_f369cb89fc,25019,0.20543395980215418,monitor,general_review,1,down,41,0,9,32.8,0.0,0.0,151,20,2560.0
content_2e590ab028f9,client_f369cb89fc,25020,0.2053154587723923,monitor,general_review,0,stable,27,0,4,9.7,0.0,0.0,126,20,3254.0
content_445e559e0148,client_d4735e3a26,25021,0.20529134182482994,monitor,general_review,1,down,22,0,1,3.7,0.0,0.0,299,20,843.0
content_71019fde780d,client_8527a891e2,25022,0.20527104088378684,monitor,general_review,0,flat,2,0,1,7.5,0.0,0.0,237,103,1978.0
content_f45c615054aa,client_f74efabef1,25023,0.20525658599999996,monitor,general_review,1,down,299,0,4,50.1,0.0,0.0,140,8,3599.0
content_9fff9b3a89de,client_9f14025af0,25024,0.2052279870138889,monitor,general_review,1,down,58,7,8,9.4,12.07,12.5,249,20,2879.0
content_8c5dcc367672,client_8527a891e2,25025,0.20522745316184804,monitor,general_review,1,down,2,0,1,8.5,0.0,0.0,237,103,1460.0
content_90d7c5385cda,client_4ec9599fc2,25026,0.20521908333333333,monitor,general_review,1,down,55,0,2,63.7,0.0,0.0,375,20,0.0
content_fd270fc98fa0,client_d029fa3a95,25027,0.2052063748828865,monitor,general_review,0,up,111,1,4,5.2,0.9,0.0,148,8,2440.0
content_4d18563af8b9,client_f369cb89fc,25028,0.20517590677267575,monitor,general_review,0,new,49,3,5,12.1,6.12,0.0,187,20,2878.0
content_35de81fa684f,client_8527a891e2,25029,0.20511285613605446,monitor,general_review,0,stable,26,0,2,6.9,0.0,0.0,91,20,3899.0
content_90064405d18e,client_e629fa6598,25030,0.20510433656462587,monitor,general_review,1,down,35,0,1,30.0,0.0,0.0,490,20,0.0
content_1305d2ce4cef,client_d4735e3a26,25031,0.20504413887288248,monitor,general_review,0,new,29,1,1,4.4,3.45,0.0,308,20,820.0
content_80b6497c3f9d,client_8527a891e2,25032,0.2050040354387755,monitor,general_review,0,flat,2,0,1,5.5,0.0,0.0,146,98,1443.0
content_1a5a5df64f5b,client_d029fa3a95,25033,0.20500371632709752,monitor,general_review,0,up,31,0,4,15.6,0.0,0.0,221,20,4365.0
content_dcce7a9a1b43,client_4e07408562,25034,0.20499301678004536,monitor,general_review,1,down,24,0,2,11.1,0.0,0.0,545,20,0.0
content_a88815dee495,client_d029fa3a95,25035,0.20496843221995464,monitor,general_review,1,down,26,0,3,6.7,0.0,0.0,221,20,4282.0
content_1172067564c5,client_19581e27de,25036,0.20495641686507932,monitor,general_review,0,stable,54,0,1,49.7,0.0,0.0,445,20,0.0
content_378b75b545d0,client_d029fa3a95,25037,0.20494272571428573,monitor,general_review,1,down,28,0,2,10.1,0.0,0.0,203,20,4851.0
content_da65539c016f,client_bbb965ab0c,25038,0.20491562922222223,monitor,general_review,0,up,63,0,1,67.8,0.0,0.0,91,20,2778.0
content_ca70c2173fbc,client_f369cb89fc,25039,0.20491408466213154,monitor,general_review,1,down,24,0,4,5.3,0.0,0.0,138,20,2842.0
content_6d27b592c666,client_4fc82b26ae,25040,0.20488683515136055,monitor,general_review,1,down,25,0,1,10.2,0.0,0.0,333,20,1806.0
content_9fd47acb86ed,client_d029fa3a95,25041,0.20483866616426571,monitor,general_review,0,stable,34,1,3,7.1,2.94,0.0,221,20,4050.0
content_082eb79ae608,client_8527a891e2,25042,0.20480701405612245,monitor,general_review,0,flat,2,0,1,3.0,0.0,0.0,144,92,1438.0
content_dbaef7ab8871,client_8527a891e2,25043,0.2048004,monitor,general_review,0,up,67,0,1,61.3,0.0,0.0,413,20,3428.0
content_1aed064507e2,client_2c624232cd,25044,0.2047660985101374,monitor,general_review,0,stable,166,1,9,31.2,0.6,0.0,517,11,2927.0
content_1bfbc228161a,client_f369cb89fc,25045,0.20474641571343538,monitor,general_review,1,down,23,0,2,4.1,0.0,0.0,138,20,2660.0
content_c6e52c61b0a8,client_d4735e3a26,25046,0.20471352523242628,monitor,general_review,1,down,28,1,1,2.6,3.57,0.0,280,20,677.0
content_5a639aa6d642,client_8527a891e2,25047,0.2047086700770975,monitor,general_review,0,flat,2,0,1,3.5,0.0,0.0,174,92,1451.0
content_bb0b6bfaab24,client_4ec9599fc2,25048,0.20470154619217687,monitor,general_review,0,up,25,0,3,11.8,0.0,0.0,349,20,1207.0
content_bd2079738bf1,client_2c624232cd,25049,0.20468540947629052,monitor,general_review,0,up,187,1,7,37.5,0.53,0.0,438,11,2804.0
content_0187f30aa826,client_19581e27de,25050,0.20468455972222221,monitor,general_review,0,up,54,0,1,74.4,0.0,0.0,313,20,0.0
content_2daa32df1a5e,client_d4735e3a26,25051,0.20464330849193013,monitor,general_review,1,down,29,1,1,5.1,3.45,0.0,309,20,624.0
content_8f2e090d3e9d,client_8722616204,25052,0.20463749379960317,monitor,general_review,1,down,125,0,2,11.9,0.0,0.0,98,8,3178.0
content_f0d896cab1ac,client_8527a891e2,25053,0.20462579563973923,monitor,general_review,0,flat,2,0,1,4.0,0.0,0.0,238,92,1437.0
content_8e22f0307847,client_d029fa3a95,25054,0.20460323319047619,monitor,general_review,1,down,170,0,2,29.0,0.0,0.0,148,8,2757.0
content_6001c2eabb75,client_8527a891e2,25055,0.20456102419642855,monitor,general_review,0,flat,2,0,1,8.0,0.0,0.0,146,98,1426.0
content_7c8c9b6e29d6,client_f74efabef1,25056,0.20455693308843537,monitor,general_review,1,down,24,0,2,7.8,0.0,0.0,112,20,2442.0
content_45f96356f84e,client_624b60c58c,25057,0.20448298810674273,monitor,general_review,1,down,126,1,13,7.3,0.79,7.69,104,8,4263.0
content_7df9caffac62,client_8527a891e2,25058,0.20443944078117912,monitor,general_review,0,flat,2,0,1,13.0,0.0,0.0,238,103,1413.0
content_20f30ca9c2b1,client_f369cb89fc,25059,0.20442671773922905,monitor,general_review,1,down,23,0,2,4.8,0.0,50.0,181,20,2615.0
content_3d817d0d09a2,client_d029fa3a95,25060,0.20440043965419502,monitor,general_review,0,stable,28,0,3,11.1,0.0,0.0,225,20,4399.0
content_118b0ee61e54,client_8527a891e2,25061,0.20439089784297051,monitor,general_review,1,down,2,0,1,10.5,0.0,0.0,223,102,1554.0
content_58c4b92b92aa,client_8527a891e2,25062,0.20435209339795915,monitor,general_review,0,flat,2,0,2,8.5,0.0,0.0,146,98,1642.0
content_948272ced19a,client_d029fa3a95,25063,0.2043208372304422,monitor,general_review,0,up,34,0,1,21.8,0.0,0.0,110,20,3376.0
content_925d5c673b05,client_f369cb89fc,25064,0.20429802701870747,monitor,general_review,0,stable,22,0,2,2.9,0.0,0.0,117,20,2483.0
content_03ef3b806c82,client_f74efabef1,25065,0.20426939859183676,monitor,general_review,0,new,42,0,2,30.8,0.0,0.0,175,20,3913.0
content_d364771e6b60,client_2c624232cd,25066,0.20425457930278776,monitor,general_review,0,up,256,1,23,50.1,0.39,0.0,438,11,3031.0
content_76058040d76a,client_f369cb89fc,25067,0.20425055037641723,monitor,general_review,0,up,24,0,1,6.7,0.0,0.0,141,20,2766.0
content_19c03c86c20c,client_2c624232cd,25068,0.20424854116996796,monitor,general_review,0,up,128,1,1,21.3,0.78,0.0,517,11,2387.0
content_a39e7e4c146b,client_4ec9599fc2,25069,0.20424319581575967,monitor,general_review,0,up,23,0,3,7.2,0.0,0.0,328,20,1377.0
content_97f8471b8879,client_f369cb89fc,25070,0.20423375955839007,monitor,general_review,1,down,23,0,9,4.9,0.0,0.0,151,20,2648.0
content_02c4842fefe7,client_8527a891e2,25071,0.20422559262726755,monitor,general_review,0,flat,2,0,1,9.0,0.0,0.0,146,98,1872.0
content_1c19b0d3f7d0,client_f369cb89fc,25072,0.20419702759183675,monitor,general_review,0,up,24,0,9,5.8,0.0,0.0,151,20,2933.0
content_9139fd9a5fa3,client_19581e27de,25073,0.2041889240079365,monitor,general_review,1,down,21,0,1,4.3,0.0,0.0,362,20,0.0
content_aef0878ba7fd,client_d029fa3a95,25074,0.2041315920181406,monitor,general_review,0,stable,28,0,3,11.7,0.0,0.0,182,20,4119.0
content_16a6b1b4934e,client_8527a891e2,25075,0.20412672832653062,monitor,general_review,1,down,57,0,1,44.1,0.0,0.0,310,20,3804.0
content_3fe6530cd766,client_d029fa3a95,25076,0.20411020145764971,monitor,general_review,1,down,236,1,2,43.8,0.42,0.0,148,8,2339.0
content_d0b3aef66944,client_8527a891e2,25077,0.20407205070323128,monitor,general_review,1,down,2,0,1,7.5,0.0,0.0,132,92,1284.0
content_31c1845e0992,client_8527a891e2,25078,0.20407181958333334,monitor,general_review,0,up,58,0,2,57.5,0.0,0.0,273,20,2107.0
content_ab63f35e0525,client_e629fa6598,25079,0.20403103659297053,monitor,general_review,1,down,31,0,1,26.1,0.0,0.0,460,20,0.0
content_be106cd29636,client_d029fa3a95,25080,0.20401653828401362,monitor,general_review,0,up,30,0,1,15.4,0.0,0.0,225,20,4220.0
content_f91f3b36edee,client_f369cb89fc,25081,0.20399484947392288,monitor,general_review,0,up,104,0,1,5.5,0.0,0.0,141,8,2742.0
content_b46cea2c92c0,client_9f14025af0,25082,0.20398184707239564,monitor,general_review,0,up,33,1,1,9.3,3.03,0.0,228,20,2881.0
content_ba260429079f,client_8527a891e2,25083,0.20397845441156462,monitor,general_review,0,flat,2,0,2,7.5,0.0,0.0,238,92,1456.0
content_45aa8c7345e7,client_a88a7902cb,25084,0.20396807472222223,monitor,general_review,1,down,64,0,1,62.4,0.0,0.0,90,20,3096.0
content_e15660b65cb4,client_8722616204,25085,0.2039015035229592,monitor,general_review,1,down,104,0,1,5.4,0.0,0.0,109,8,2773.0
content_a88e345b9f1a,client_f369cb89fc,25086,0.20381450368934242,monitor,general_review,1,down,22,0,1,3.6,0.0,0.0,141,20,2485.0
content_67cd4cdaeb45,client_d029fa3a95,25087,0.20379835537585034,monitor,general_review,1,down,107,0,5,7.7,0.0,0.0,148,8,2644.0
content_534d72bd1ad5,client_0b918943df,25088,0.20379461847619046,monitor,general_review,0,up,25,0,1,6.6,0.0,0.0,118,20,3772.0
content_a7191c75af7d,client_e29c9c180c,25089,0.2037538929824263,monitor,general_review,1,down,22,0,3,5.6,0.0,0.0,313,20,1231.0
content_6fffcdfb9fbb,client_f369cb89fc,25090,0.20372670607029478,monitor,general_review,1,down,27,0,7,15.1,0.0,0.0,180,20,2575.0
content_6678c613e3c7,client_f369cb89fc,25091,0.20370870460005672,monitor,general_review,0,up,23,0,1,4.9,0.0,0.0,117,20,2780.0
content_a59d9335e170,client_2c624232cd,25092,0.20369630335090702,monitor,general_review,0,up,142,0,8,29.9,0.0,0.0,517,11,2484.0
content_4b8f0a05b1c8,client_624b60c58c,25093,0.20369044212698412,monitor,general_review,1,down,118,0,2,8.7,0.0,0.0,104,8,3757.0
content_6871b9e18506,client_f369cb89fc,25094,0.20368068020578234,monitor,general_review,0,up,25,0,1,10.7,0.0,0.0,138,20,2621.0
content_3395ba6293d3,client_a88a7902cb,25095,0.20347120051870748,monitor,general_review,0,new,3,0,1,48.3,0.0,0.0,180,28,4270.0
content_794e18b14fd8,client_4fc82b26ae,25096,0.20341229140136055,monitor,general_review,1,down,24,0,4,10.0,0.0,0.0,333,20,1688.0
content_b9b75b2367a3,client_bdd2d3af3a,25097,0.20340760838945576,monitor,general_review,1,down,118,1,2,8.9,0.85,0.0,97,8,2663.0
content_3af54e674244,client_f369cb89fc,25098,0.20339321042375283,monitor,general_review,1,down,31,1,1,7.8,3.23,0.0,138,20,2668.0
content_e6b69b74d3dc,client_f369cb89fc,25099,0.20334725194557823,monitor,general_review,0,up,24,0,2,8.5,0.0,0.0,179,20,2678.0
content_b5fe6be24716,client_d029fa3a95,25100,0.2033316454058957,monitor,general_review,0,up,24,0,1,5.7,0.0,0.0,118,20,3310.0
content_a7c9a38eb5f2,client_f369cb89fc,25101,0.2033090513707483,monitor,general_review,1,down,26,0,9,12.3,0.0,0.0,151,20,2833.0
content_c04a80b7fa82,client_f74efabef1,25102,0.20329235538350338,monitor,general_review,0,new,60,0,2,47.8,0.0,0.0,175,20,3268.0
content_480c6aa4bf00,client_f369cb89fc,25103,0.2032457116809057,monitor,general_review,1,down,104,1,3,3.6,0.96,0.0,141,8,2299.0
content_3a55fe05bade,client_f369cb89fc,25104,0.20321336531972792,monitor,general_review,1,down,33,0,3,21.2,0.0,0.0,187,20,3793.0
content_7c153d2efca4,client_2c624232cd,25105,0.2031625263888889,monitor,general_review,0,new,52,0,2,78.0,0.0,0.0,517,20,0.0
content_851dd2ac0e2f,client_f74efabef1,25106,0.20313772235827665,monitor,general_review,1,down,24,0,13,9.2,0.0,15.38,91,20,2603.0
content_9cb43a654c9b,client_8527a891e2,25107,0.20313006706774375,monitor,general_review,0,flat,2,0,1,19.5,0.0,0.0,237,103,1649.0
content_fe5a4753876b,client_4ec9599fc2,25108,0.20309601468253968,monitor,general_review,1,down,22,0,1,8.7,0.0,0.0,375,20,0.0
content_05eb27358bd0,client_d029fa3a95,25109,0.20306784276530612,monitor,general_review,1,down,26,0,3,10.3,0.0,33.33,118,20,3545.0
content_7ad5e4fd6c85,client_8527a891e2,25110,0.2030182683129252,monitor,general_review,1,down,33,0,3,21.5,0.0,0.0,91,20,3756.0
content_c748e1f68ec1,client_2c624232cd,25111,0.20301336761054417,monitor,general_review,1,down,146,0,2,30.3,0.0,0.0,517,11,2724.0
content_55d1162a1baf,client_f369cb89fc,25112,0.20301084981405895,monitor,general_review,1,down,26,0,1,12.7,0.0,0.0,145,20,2835.0
content_9e45438d9f45,client_a88a7902cb,25113,0.2029939396997966,monitor,general_review,0,up,73,1,2,70.5,1.37,0.0,119,20,3053.0
content_21670f9b7917,client_f369cb89fc,25114,0.20297348308390023,monitor,general_review,0,up,24,0,2,7.2,0.0,0.0,131,20,3000.0
content_6527de97efc6,client_f74efabef1,25115,0.20296752799999998,monitor,general_review,1,down,57,0,3,62.0,0.0,0.0,92,20,2465.0
content_6a552ab4e642,client_8527a891e2,25116,0.20292867733333333,monitor,general_review,1,down,64,0,2,74.6,0.0,0.0,90,20,3590.0
content_d32e4fb1896a,client_624b60c58c,25117,0.20286693049206345,monitor,general_review,1,down,112,0,4,6.6,0.0,0.0,112,8,4154.0
content_3cdc1b30d728,client_f369cb89fc,25118,0.2028649546218821,monitor,general_review,1,down,45,0,1,39.0,0.0,0.0,187,20,2714.0
content_1fa3af7deff2,client_f369cb89fc,25119,0.2028470721632653,monitor,general_review,1,down,24,0,3,7.9,0.0,0.0,145,20,2900.0
content_012c40b3c72f,client_f369cb89fc,25120,0.20284078069841271,monitor,general_review,1,down,21,0,1,1.6,0.0,0.0,126,20,2634.0
content_5de3ad846997,client_4ec9599fc2,25121,0.20282298066893423,monitor,general_review,1,down,22,0,3,9.1,0.0,0.0,374,20,0.0
content_b78054b9aeba,client_2c624232cd,25122,0.20281678767006805,monitor,general_review,0,new,4,0,1,27.0,0.0,0.0,517,22,0.0
content_e6b5a8474fb1,client_d029fa3a95,25123,0.20280931546031747,monitor,general_review,0,up,26,0,1,10.1,0.0,0.0,110,20,3888.0
content_b34230d48f8e,client_8527a891e2,25124,0.20278791010147396,monitor,general_review,0,flat,23,0,1,9.3,0.0,0.0,275,20,1377.0
content_f9b14b940a10,client_f369cb89fc,25125,0.2027850630544218,monitor,general_review,0,stable,23,0,3,6.3,0.0,0.0,138,20,2769.0
content_3dbfd3d5907d,client_d4735e3a26,25126,0.20276285936507935,monitor,general_review,1,down,28,1,1,5.2,3.57,0.0,310,20,739.0
content_0a94e9f318d6,client_f369cb89fc,25127,0.20276171784608846,monitor,general_review,1,down,23,0,2,6.3,0.0,0.0,141,20,2774.0
content_88d98058e66e,client_8527a891e2,25128,0.2027537195496032,monitor,general_review,0,flat,23,0,1,3.1,0.0,0.0,348,20,3864.0
content_76f0e21a69ed,client_d029fa3a95,25129,0.20269245899829932,monitor,general_review,0,stable,34,0,3,23.9,0.0,0.0,182,20,3364.0
content_970acad20597,client_f74efabef1,25130,0.2026912551207483,monitor,general_review,1,down,141,0,1,22.1,0.0,0.0,104,8,2656.0
content_59c8ae5138e8,client_4ec9599fc2,25131,0.20267123858333333,monitor,general_review,1,down,54,0,4,65.5,0.0,0.0,315,20,1287.0
content_1b1c68b570db,client_8722616204,25132,0.20266442160119053,monitor,general_review,1,down,23,0,7,4.5,0.0,42.86,228,20,3180.0
content_2af097f4fae4,client_f369cb89fc,25133,0.20262328282639724,monitor,general_review,1,down,29,1,5,5.2,3.45,0.0,180,20,2523.0
content_46383ecdca7f,client_19581e27de,25134,0.20258270416666666,monitor,general_review,0,up,51,0,1,69.1,0.0,0.0,313,20,0.0
content_793b7376a0e5,client_8527a891e2,25135,0.20253601177777777,monitor,general_review,1,down,64,0,3,55.8,0.0,0.0,90,20,3842.0
content_ddf709ced15c,client_d029fa3a95,25136,0.2025323925260771,monitor,general_review,1,down,24,0,2,6.9,0.0,0.0,225,20,3281.0
content_3f5cefdd2648,client_f369cb89fc,25137,0.20253010541156463,monitor,general_review,0,new,25,0,2,10.6,0.0,0.0,138,20,2917.0
content_ff48c7c2225b,client_f369cb89fc,25138,0.2025192226280179,monitor,general_review,1,down,30,1,2,7.1,3.33,0.0,138,20,2632.0
content_28701661b544,client_d029fa3a95,25139,0.2024710370439342,monitor,general_review,1,down,104,0,5,7.0,0.0,0.0,148,8,2720.0
content_cf638159ee3a,client_9f14025af0,25140,0.20243071162301587,monitor,general_review,0,up,21,0,1,4.9,0.0,0.0,309,20,1082.0
content_e06891410fdf,client_8527a891e2,25141,0.20242483637244899,monitor,general_review,0,flat,2,0,3,16.5,0.0,0.0,238,92,1312.0
content_1e086c456de5,client_d029fa3a95,25142,0.20240585482926501,monitor,general_review,0,flat,121,1,4,7.0,0.83,0.0,116,8,4004.0
content_c0cd972151b9,client_e629fa6598,25143,0.2023527672619048,monitor,general_review,0,new,4,0,2,28.3,0.0,0.0,502,22,0.0
content_df8d78d63c14,client_f369cb89fc,25144,0.2023050664302721,monitor,general_review,1,down,22,0,2,5.5,0.0,0.0,138,20,2565.0
content_8b4f0dbe11a9,client_8527a891e2,25145,0.20230456642091835,monitor,general_review,1,down,2,0,2,16.0,0.0,0.0,238,92,1805.0
content_0537cb0f825e,client_d029fa3a95,25146,0.20230194576190477,monitor,general_review,1,down,27,0,3,12.2,0.0,0.0,221,20,4395.0
content_2953b3489504,client_a88a7902cb,25147,0.20227538390022676,monitor,general_review,1,down,245,0,7,45.4,0.0,0.0,95,8,2999.0
content_84c5a61b5e98,client_2c624232cd,25148,0.2022022490663599,monitor,general_review,0,up,155,1,24,29.3,0.65,0.0,438,11,3013.0
content_52a8a945cfc3,client_f369cb89fc,25149,0.20213661776984132,monitor,general_review,1,down,23,0,1,8.7,0.0,0.0,117,20,2473.0
content_b651420474f9,client_f74efabef1,25150,0.2020831785170068,monitor,general_review,0,new,36,0,1,26.4,0.0,0.0,175,20,3907.0
content_b828cf7a7cff,client_d029fa3a95,25151,0.20205937212811795,monitor,general_review,0,up,23,0,1,4.8,0.0,0.0,110,20,3449.0
content_2263258c1973,client_a88a7902cb,25152,0.20201469712925169,monitor,general_review,1,down,200,0,3,37.8,0.0,0.0,98,8,2903.0
content_5342a040de14,client_4ec9599fc2,25153,0.20200387862811792,monitor,general_review,1,down,22,0,1,10.3,0.0,0.0,375,20,0.0
